mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0,0.0,0.006190109252929688,0.007587057242977904,1,1,"{'n_neighbors': 1, 'p': 1}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9466403162055336,0.03330493981492634,51,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0008027076721191407,0.0016054153442382816,0.0012850761413574219,0.001585571035681937,1,2,"{'n_neighbors': 1, 'p': 2}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9466403162055336,0.03330493981492634,51,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.006357049942016602,0.007834941701323537,2,1,"{'n_neighbors': 2, 'p': 1}",0.9130434782608695,0.8260869565217391,1.0,0.9090909090909091,0.9545454545454546,0.9205533596837945,0.0575828422181006,88,0.9550561797752809,0.9662921348314607,0.9555555555555556,0.9666666666666667,0.9666666666666667,0.9620474406991262,0.005508434031157573
0.0034722805023193358,0.0018116801312940722,0.0026405811309814452,0.0022106875541267573,2,2,"{'n_neighbors': 2, 'p': 2}",0.9130434782608695,0.8695652173913043,1.0,0.9090909090909091,0.9545454545454546,0.9292490118577075,0.04444487840907701,82,0.9662921348314607,0.9662921348314607,0.9555555555555556,0.9777777777777777,0.9666666666666667,0.9665168539325842,0.007029678643602581
0.0,0.0,0.003104400634765625,0.004058555650578127,3,1,"{'n_neighbors': 3, 'p': 1}",0.9565217391304348,0.9130434782608695,1.0,0.8636363636363636,0.9545454545454546,0.9375494071146246,0.04607075017259576,79,0.9662921348314607,0.9662921348314607,0.9666666666666667,0.9888888888888889,0.9666666666666667,0.9709612983770286,0.008965360015601796
0.00012302398681640625,0.0002460479736328125,0.0031583309173583984,0.006316661834716797,3,2,"{'n_neighbors': 3, 'p': 2}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9466403162055336,0.03330493981492634,51,0.9662921348314607,0.9662921348314607,0.9666666666666667,0.9888888888888889,0.9666666666666667,0.9709612983770286,0.008965360015601796
0.0004528045654296875,0.0009056091308593749,0.003734731674194336,0.005307447348763683,4,1,"{'n_neighbors': 4, 'p': 1}",0.9565217391304348,0.9130434782608695,1.0,0.8636363636363636,1.0,0.9466403162055336,0.05255579490464716,51,0.9775280898876404,0.9662921348314607,0.9666666666666667,0.9888888888888889,0.9666666666666667,0.9732084893882647,0.008921443004026188
0.00314183235168457,0.00628366470336914,0.003140115737915039,0.006280231475830078,4,2,"{'n_neighbors': 4, 'p': 2}",0.9565217391304348,0.9130434782608695,1.0,0.8636363636363636,1.0,0.9466403162055336,0.05255579490464716,51,0.9662921348314607,0.9550561797752809,0.9777777777777777,0.9888888888888889,0.9666666666666667,0.970936329588015,0.01149850010443297
0.003606367111206055,0.005996034015021382,0.0005705833435058593,0.0011411666870117187,5,1,"{'n_neighbors': 5, 'p': 1}",1.0,0.9565217391304348,1.0,0.8636363636363636,1.0,0.9640316205533598,0.05294672584866514,5,0.9662921348314607,0.9662921348314607,0.9777777777777777,0.9888888888888889,0.9666666666666667,0.9731835205992508,0.009002417152245881
0.003148317337036133,0.003256083357043364,0.003118896484375,0.002736681491154263,5,2,"{'n_neighbors': 5, 'p': 2}",1.0,0.9565217391304348,0.9545454545454546,0.8636363636363636,1.0,0.9549407114624507,0.04979923448304139,30,0.9775280898876404,0.9775280898876404,0.9666666666666667,0.9777777777777777,0.9555555555555556,0.9710112359550562,0.008814513004233875
0.002030611038208008,0.0012688855664251513,0.004621124267578125,0.0015701731792958646,6,1,"{'n_neighbors': 6, 'p': 1}",0.9565217391304348,0.9130434782608695,1.0,0.8636363636363636,1.0,0.9466403162055336,0.05255579490464716,51,0.9662921348314607,0.9550561797752809,0.9555555555555556,0.9888888888888889,0.9555555555555556,0.9642696629213484,0.01301503965353939
0.0012169361114501953,0.0017003505755915798,0.006023263931274414,0.005912952985101169,6,2,"{'n_neighbors': 6, 'p': 2}",1.0,0.9565217391304348,1.0,0.8636363636363636,1.0,0.9640316205533598,0.05294672584866514,5,0.9775280898876404,0.9887640449438202,0.9555555555555556,0.9888888888888889,0.9666666666666667,0.9754806491885143,0.012923754502843405
0.0,0.0,0.0019040584564208984,0.0038081169128417972,7,1,"{'n_neighbors': 7, 'p': 1}",1.0,0.9565217391304348,0.9545454545454546,0.8636363636363636,0.9545454545454546,0.9458498023715416,0.044623788228946075,61,0.9662921348314607,0.9662921348314607,0.9666666666666667,0.9888888888888889,0.9666666666666667,0.9709612983770286,0.008965360015601796
0.001241922378540039,0.0016489247491070901,0.002891874313354492,0.004245175764480907,7,2,"{'n_neighbors': 7, 'p': 2}",1.0,0.9565217391304348,1.0,0.9090909090909091,0.9545454545454546,0.9640316205533598,0.03391847897695643,5,0.9662921348314607,0.9887640449438202,0.9666666666666667,0.9888888888888889,0.9666666666666667,0.9754556803995007,0.010918129412434236
0.0031448841094970704,0.006289768218994142,0.0031873703002929686,0.006374740600585937,8,1,"{'n_neighbors': 8, 'p': 1}",1.0,0.9130434782608695,1.0,0.8636363636363636,0.9545454545454546,0.9462450592885375,0.05248738028001976,59,0.9550561797752809,0.9662921348314607,0.9555555555555556,0.9888888888888889,0.9555555555555556,0.9642696629213484,0.01301503965353939
0.0,0.0,0.0011183261871337891,0.0022366523742675783,8,2,"{'n_neighbors': 8, 'p': 2}",1.0,0.9130434782608695,1.0,0.8636363636363636,0.9545454545454546,0.9462450592885375,0.05248738028001976,59,0.9662921348314607,0.9775280898876404,0.9666666666666667,0.9888888888888889,0.9666666666666667,0.9732084893882647,0.008921443004026188
0.0,0.0,0.006249189376831055,0.007653848255214796,9,1,"{'n_neighbors': 9, 'p': 1}",1.0,0.9565217391304348,1.0,0.8636363636363636,0.9545454545454546,0.9549407114624506,0.04979923448304139,31,0.9662921348314607,0.9775280898876404,0.9666666666666667,0.9777777777777777,0.9555555555555556,0.9687640449438202,0.008282866539311422
0.006264019012451172,0.005939858197151295,0.005240488052368164,0.004319092860931994,9,2,"{'n_neighbors': 9, 'p': 2}",1.0,0.9565217391304348,1.0,0.9090909090909091,0.9545454545454546,0.9640316205533598,0.03391847897695643,5,0.9662921348314607,0.9775280898876404,0.9555555555555556,0.9777777777777777,0.9666666666666667,0.9687640449438202,0.008282866539311422
0.0012510299682617187,0.0011336742755956137,0.006201648712158203,0.003434940968885402,10,1,"{'n_neighbors': 10, 'p': 1}",1.0,0.9565217391304348,1.0,0.9090909090909091,1.0,0.9731225296442687,0.036174106525367754,1,0.9662921348314607,0.9775280898876404,0.9555555555555556,0.9888888888888889,0.9555555555555556,0.9687640449438202,0.012937206429782683
0.0034174442291259764,0.002901631875355572,0.00484309196472168,0.005871955400346219,10,2,"{'n_neighbors': 10, 'p': 2}",1.0,0.9565217391304348,1.0,0.9090909090909091,0.9545454545454546,0.9640316205533598,0.03391847897695643,5,0.9662921348314607,0.9775280898876404,0.9777777777777777,0.9888888888888889,0.9666666666666667,0.9754307116104869,0.008382748000643595
